sample_id,taxon,taxon_grouping_qualifier,description,sub_sample,count,multiply_by,divide_by,quadrat_grids_number,quadrad_mesh_size_cm2,area_sampled,density,sub_sample_type,sub_sample_number,sample_number,area,stage,quadrat_number
A19_#52_Q1,clam,, Mat Sub-sample #3 Clam,mat_3,1,12,4,32,6.25,200,,mat,3,52,19,2,1
A19_#52_Q1,pycnogonid,, Mat Sub-sample #3 Pycnogonid,mat_3,1,12,4,32,6.25,200,,mat,3,52,19,2,1
A19_#52_Q1,c.f. Jassa,, Mat Sub-sample #4 cf Jassa,mat_4,28,12,4,32,6.25,200,,mat,4,52,19,2,1
A19_#52_Q1,mussel,, Mat Sub-sample #4 Mussels,mat_4,1,12,4,32,6.25,200,,mat,4,52,19,2,1
A19_#52_Q1,clam,, Mat Sub-sample #4 Clams,mat_4,2,12,4,32,6.25,200,,mat,4,52,19,2,1
A19_#53_Q2,mussel,>5mm, Mussels >5mm,,1,1,1,32,6.25,200,,,,53,19,2,2
A19_#53_Q2,white tufted bryozoan,colony, Small White Bryozoan Tufts/colonies,,2,1,1,32,6.25,200,,,,53,19,2,2
A19_#53_Q2,pycnogonid,, Pycnogonid,,1,1,1,32,6.25,200,,,,53,19,2,2
A19_#53_Q2,clam,, Clams,,1,1,1,32,6.25,200,,,,53,19,2,2
A19_#53_Q2,c.f. Jassa,, Loose Sub-sample #1 cf Jassa,loose_1,65,37,5,32,6.25,200,,loose,1,53,19,2,2
A19_#53_Q2,c.f. Jassa,, Loose Sub-sample #2 cf Jassa,loose_2,68,37,5,32,6.25,200,,loose,2,53,19,2,2
A19_#53_Q2,c.f. Jassa,, Loose Sub-sample #3 cf Jassa,loose_3,76,37,5,32,6.25,200,,loose,3,53,19,2,2
A19_#53_Q2,c.f. Jassa,, Loose Sub-sample #4 cf Jassa,loose_4,119,37,5,32,6.25,200,,loose,4,53,19,2,2
A19_#53_Q2,mussel,, Loose Sub-sample #4 Mussels,loose_4,3,37,5,32,6.25,200,,loose,4,53,19,2,2
A19_#53_Q2,c.f. Jassa,, Loose Sub-sample #5 cf Jassa,loose_5,125,37,5,32,6.25,200,,loose,5,53,19,2,2
A19_#53_Q2,mussel,, Loose Sub-sample #5 Mussels,loose_5,1,37,5,32,6.25,200,,loose,5,53,19,2,2
A19_#53_Q2,clam,, Loose Sub-sample #5 Clams,loose_5,1,37,5,32,6.25,200,,loose,5,53,19,2,2
A19_#53_Q2,c.f. Jassa,, Mat Sub-sample #1 cf Jassa,mat_1,44,20,4,32,6.25,200,,mat,1,53,19,2,2
A19_#53_Q2,mussel,, Mat Sub-sample #1 Mussel,mat_1,1,20,4,32,6.25,200,,mat,1,53,19,2,2
A19_#53_Q2,c.f. Jassa,, Mat Sub-sample #2 cf Jassa,mat_2,32,20,4,32,6.25,200,,mat,2,53,19,2,2
A19_#53_Q2,mussel,, Mat Sub-sample #2 Mussels,mat_2,5,20,4,32,6.25,200,,mat,2,53,19,2,2
A19_#53_Q2,c.f. Jassa,, Mat Sub-sample #3 cf Jassa,mat_3,69,20,4,32,6.25,200,,mat,3,53,19,2,2
A19_#53_Q2,mussel,, Mat Sub-sample #3 Mussel,mat_3,1,20,4,32,6.25,200,,mat,3,53,19,2,2
A19_#53_Q2,c.f. Jassa,, Mat Sub-sample #4 cf Jassa,mat_4,64,20,4,32,6.25,200,,mat,4,53,19,2,2
A19_#53_Q2,mussel,, Mat Sub-sample #4 Mussel,mat_4,2,20,4,32,6.25,200,,mat,4,53,19,2,2
A19_#53_Q2,white tufted bryozoan,fragment, Mat Sub-sample #4 White Bryo Fragment,mat_4,1,20,4,32,6.25,200,,mat,4,53,19,2,2
A19_#54_Q3,mussel,>5mm, Mussels Large (>5mm),,2,1,1,32,6.25,200,,,,54,19,2,3
A19_#54_Q3,white tufted bryozoan,colony, White Bryozoan Colonies,,2,1,1,32,6.25,200,,,,54,19,2,3
A19_#54_Q3,c.f. Jassa,, Loose #1 cf Jassa,loose_1,104,37,5,32,6.25,200,,loose,1,54,19,2,3
A19_#54_Q3,mussel,, Loose #1 Mussels,loose_1,4,37,5,32,6.25,200,,loose,1,54,19,2,3
A19_#54_Q3,c.f. Jassa,, Loose #2 cf Jassa,loose_2,75,37,5,32,6.25,200,,loose,2,54,19,2,3
A19_#54_Q3,mussel,, Loose #2 Mussels,loose_2,1,37,5,32,6.25,200,,loose,2,54,19,2,3
A19_#54_Q3,c.f. Jassa,, Loose #3 cf Jassa,loose_3,62,37,5,32,6.25,200,,loose,3,54,19,2,3
A19_#54_Q3,c.f. Jassa,, Loose #4 cf Jassa,loose_4,91,37,5,32,6.25,200,,loose,4,54,19,2,3
A19_#54_Q3,mussel,, Loose #4 Mussel,loose_4,1,37,5,32,6.25,200,,loose,4,54,19,2,3
A19_#54_Q3,c.f. Jassa,, Loose #5 cf Jassa,loose_5,93,37,5,32,6.25,200,,loose,5,54,19,2,3
A19_#54_Q3,mussel,, Loose #5 Mussel,loose_5,1,37,5,32,6.25,200,,loose,5,54,19,2,3
A19_#54_Q3,c.f. Jassa,, Mat #1 cf Jassa,mat_1,49,25,5,32,6.25,200,,mat,1,54,19,2,3
A19_#54_Q3,mussel,, Mat #1 Mussels,mat_1,3,25,5,32,6.25,200,,mat,1,54,19,2,3
A19_#54_Q3,c.f. Jassa,, Mat #2 cf Jassa,mat_2,92,25,5,32,6.25,200,,mat,2,54,19,2,3
A19_#54_Q3,mussel,, Mat #2 Mussels,mat_2,3,25,5,32,6.25,200,,mat,2,54,19,2,3
A19_#54_Q3,c.f. Corophium,, Mat #2 cf Corophium,mat_2,1,25,5,32,6.25,200,,mat,2,54,19,2,3
A19_#54_Q3,c.f. Jassa,, Mat #4 cf Jassa,mat_4,116,25,5,32,6.25,200,,mat,4,54,19,2,3
A19_#54_Q3,mussel,, Mat #4 Mussels,mat_4,2,25,5,32,6.25,200,,mat,4,54,19,2,3
A19_#54_Q3,c.f. Jassa,, Mat #3 cf Jassa,mat_3,89,25,5,32,6.25,200,,mat,3,54,19,2,3
A19_#54_Q3,mussel,, Mat #3 Mussels,mat_3,3,25,5,32,6.25,200,,mat,3,54,19,2,3
A19_#54_Q3,white tufted bryozoan,fragment, Mat #3 White Bryo Fragment,mat_3,1,25,5,32,6.25,200,,mat,3,54,19,2,3
A19_#54_Q3,c.f. Jassa,, Mat #5 cf Jassa,mat_5,47,25,5,32,6.25,200,,mat,5,54,19,2,3
A19_#54_Q3,mussel,, Mat #5 mussels,mat_5,6,25,5,32,6.25,200,,mat,5,54,19,2,3
A19_#55_Q4,mussel,, Mussels (>= 5m),,6,1,1,32,6.25,200,,,,55,19,2,4
A19_#55_Q4,encrusting bryozoan,colony, Tube Bryozoan Fragments,,2,1,1,32,6.25,200,,,,55,19,2,4
A19_#55_Q4,white tufted bryozoan,, White Tufted Bryozoan Colonies,,6,1,1,32,6.25,200,,,,55,19,2,4
A19_#55_Q4,acorn barnacle,, Barnacle,,1,1,1,32,6.25,200,,,,55,19,2,4
A19_#55_Q4,c.f. Jassa,, Loose #1 cf Jassa,loose_1,72,37,5,32,6.25,200,,loose,1,55,19,2,4
A19_#55_Q4,mussel,, Loose #1 Mussel,loose_1,1,37,5,32,6.25,200,,loose,1,55,19,2,4
A19_#55_Q4,c.f. Jassa,, Loose #2 cf Jassa,loose_2,56,37,5,32,6.25,200,,loose,2,55,19,2,4
A19_#55_Q4,gastropod,, Loose#2 Gastropod,loose_2,1,37,5,32,6.25,200,,loose,2,55,19,2,4
A19_#55_Q4,white tufted bryozoan,fragment, Loose #2 White Bryo Fragment,loose_2,1,37,5,32,6.25,200,,loose,2,55,19,2,4
A19_#55_Q4,c.f. Jassa,, Loose #3 cf Jassa,loose_3,106,37,5,32,6.25,200,,loose,3,55,19,2,4
A19_#55_Q4,c.f. Jassa,, Loose #4 cf Jassa,loose_4,84,37,5,32,6.25,200,,loose,4,55,19,2,4
A19_#55_Q4,encrusting bryozoan,fragment, Loose #4 Tube Bryo Fragment,loose_4,1,37,5,32,6.25,200,,loose,4,55,19,2,4
A19_#55_Q4,mussel,, Loose #4 Mussels,loose_4,1,37,5,32,6.25,200,,loose,4,55,19,2,4
A19_#55_Q4,c.f. Jassa,, Loose #5 cf Jassa,loose_5,76,37,5,32,6.25,200,,loose,5,55,19,2,4
A19_#55_Q4,gastropod,, Loose #5 Gastropod,loose_5,1,37,5,32,6.25,200,,loose,5,55,19,2,4
A19_#55_Q4,c.f. Jassa,, Mat #1 cf Jassa,mat_1,15,20,4,32,6.25,200,,mat,1,55,19,2,4
A19_#55_Q4,white tufted bryozoan,, Mat #1 White Tufted Bryo Fragment,mat_1,1,20,4,32,6.25,200,,mat,1,55,19,2,4
A19_#55_Q4,mussel,, Mat #1 Mussels,mat_1,5,20,4,32,6.25,200,,mat,1,55,19,2,4
A19_#55_Q4,colonial tunicate,, Mat #1 Red Splotchy Tissue Fragment,mat_1,1,20,4,32,6.25,200,,mat,1,55,19,2,4
A19_#55_Q4,c.f. Jassa,, Mat #2 cf Jassa,mat_2,25,20,4,32,6.25,200,,mat,2,55,19,2,4
A19_#55_Q4,mussel,, Mat #2 Mussels,mat_2,1,20,4,32,6.25,200,,mat,2,55,19,2,4
A19_#55_Q4,clam,, Mat #2 Other Bivalves/clam,mat_2,2,20,4,32,6.25,200,,mat,2,55,19,2,4
A19_#55_Q4,c.f. Jassa,, Mat #3 cf Jassa,mat_3,21,20,4,32,6.25,200,,mat,3,55,19,2,4
A19_#55_Q4,mussel,, Mat #3 Mussels,mat_3,2,20,4,32,6.25,200,,mat,3,55,19,2,4
A19_#55_Q4,clam,, Mat #3 Clams,mat_3,3,20,4,32,6.25,200,,mat,3,55,19,2,4
A19_#55_Q4,c.f. Jassa,, Mat #4 cf Jassa,mat_4,28,20,4,32,6.25,200,,mat,4,55,19,2,4
A19_#55_Q4,c.f. Corophium,, Mat #4 cf Corophium,mat_4,1,20,4,32,6.25,200,,mat,4,55,19,2,4
A19_#55_Q4,colonial tunicate,, Mat #4 Tunicate Colony?/red Tissue,mat_4,1,20,4,32,6.25,200,,mat,4,55,19,2,4
A19_#55_Q4,mussel,, Mat #4 Mussels,mat_4,2,20,4,32,6.25,200,,mat,4,55,19,2,4
A19_#55_Q4,crab,, Large Crab ,,1,1,1,32,6.25,200,,,,55,19,2,4
A20_#57_Q1,acorn barnacle,, Barnacles (acorn),,1,1,1,32,6.25,200,,,,57,20,3,1
A20_#57_Q1,mussel,valves intact, Mussels (both Valves Intact),,6,1,1,32,6.25,200,,,,57,20,3,1
A20_#57_Q1,encrusting bryozoan,fragment, Encrusting Bryozoan On Shell,,5,1,1,32,6.25,200,,,,57,20,3,1
A20_#57_Q1,c.f. Jassa,, cf Jassa,,1,1,1,32,6.25,200,,,,57,20,3,1
A20_#58_Q2,mussel,valves intact, Mussels (shells Intact),,4,1,1,32,6.25,200,,,,58,20,3,2
A20_#58_Q2,other bivalve,, Other Bivalves (also Not Clam),,1,1,1,32,6.25,200,,,,58,20,3,2
A20_#58_Q2,acorn barnacle,, Barnacle (acorn),,1,1,1,32,6.25,200,,,,58,20,3,2
A20_#59_Q3,mussel,large, Mussels,,1,1,1,32,6.25,200,,,,59,20,3,3
A20_#59_Q3,mussel,, Subsample #1 Mussels,loose_1,22,37,5,32,6.25,200,,loose,1,59,20,3,3
A20_#59_Q3,mussel,, Subsample #2 Mussels,loose_2,10,37,5,32,6.25,200,,loose,2,59,20,3,3
A20_#59_Q3,c.f. Jassa,, Subsample #2 cf Jassa,loose_2,1,37,5,32,6.25,200,,loose,2,59,20,3,3
A20_#59_Q3,mussel,, Subsample #3 Mussels ,loose_3,56,37,5,32,6.25,200,,loose,3,59,20,3,3
A20_#59_Q3,mussel,, Subsample #4 Mussels,loose_4,0,37,5,32,6.25,200,,loose,4,59,20,3,3
A20_#59_Q3,mussel,, Subsample #5 Mussels,loose_5,72,37,5,32,6.25,200,,loose,5,59,20,3,3
A20_#60_Q4,mussel,, Sub-sample #1 Mussls,loose_1,61,37,5,32,6.25,200,,loose,1,60,20,3,4
A20_#60_Q4,mussel,, Sub-sample #2 Mussels,loose_2,38,37,5,32,6.25,200,,loose,2,60,20,3,4
A20_#60_Q4,mussel,, Sub-sample #3 Mussels,loose_3,84,37,5,32,6.25,200,,loose,3,60,20,3,4
A20_#60_Q4,mussel,, Sub-sample #4 Mussels,loose_4,62,37,5,32,6.25,200,,loose,4,60,20,3,4
A20_#60_Q4,mussel,, Sub-sample #5 Mussels,loose_5,108,37,5,32,6.25,200,,loose,5,60,20,3,4
A20_#60_Q4,gastropod,, Sub-sample #5 Gastropods,loose_5,2,37,5,32,6.25,200,,loose,5,60,20,3,4
A20_#60_Q4,encrusting bryozoan,fragment, Hydroid Sorting Bryozoan Tube Fragment,,1,1,1,32,6.25,200,,,,60,20,3,4
A20_#60_Q4,mussel,, Hydroid Sorting Mussels,,10,1,1,32,6.25,200,,,,60,20,3,4
A21_#61_Q1,encrusting bryozoan,fragment, Tube Bryozoan Fragments ,,1,1,1,32,6.25,200,,,,61,21,3,1
A21_#61_Q1,mussel,valves intact, Mussels (intact),,4,1,1,32,6.25,200,,,,61,21,3,1
A21_#62_Q2,white tufted bryozoan,fragment, White Bryozoan Fragment,,2,1,1,32,6.25,200,,,,62,21,3,2
A21_#62_Q2,mussel,, Mussels,,9,1,1,32,6.25,200,,,,62,21,3,2
A21_#62_Q2,encrusting bryozoan,fragment, Bryozoan Tube Fragment,,1,1,1,32,6.25,200,,,,62,21,3,2
A21_#62_Q2,polychaete tube,fragment, Polychaete Tube Fragment,,1,1,1,32,6.25,200,,,,62,21,3,2
A22_#63_Q1,white tufted bryozoan,colony,  White Tufted Bryozoan ,,1,1,1,32,6.25,200,,,,63,22,3,1
A22_#63_Q1,mussel,, Mussels ,,3,1,1,32,6.25,200,,,,63,22,3,1
A22_#63_Q1,gastropod,, Gastropods,,1,1,1,32,6.25,200,,,,63,22,3,1
A22_#63_Q1,c.f. Jassa,, Loose Sub-sample #1 cf Jassa,loose_1,13,37,5,32,6.25,200,,loose,1,63,22,3,1
A22_#63_Q1,crustacean larvae,, Loose Sub-Sample #1 Crustacean Larvae,loose_1,1,37,5,32,6.25,200,,loose,1,63,22,3,1
A22_#63_Q1,c.f. Jassa,, Loose Sub-sample #2 cf Jassa,loose_2,21,37,5,32,6.25,200,,loose,2,63,22,3,1
A22_#63_Q1,white tufted bryozoan,fragment, Loose Sub-sample #2 White Bryo Fragment,loose_2,1,37,5,32,6.25,200,,loose,2,63,22,3,1
A22_#63_Q1,c.f. Jassa,, Loose Sub-sample #3 cf Jassa,loose_3,30,37,5,32,6.25,200,,loose,3,63,22,3,1
A22_#63_Q1,mussel,, Sub-sample #3 Mussels,loose_3,1,37,5,32,6.25,200,,loose,3,63,22,3,1
A22_#63_Q1,c.f. Jassa,, Loose Sub-sample #4 cf Jassa,loose_4,11,37,5,32,6.25,200,,loose,4,63,22,3,1
A22_#63_Q1,mussel,, Loose Sub-sample #4 Mussels,loose_4,1,37,5,32,6.25,200,,loose,4,63,22,3,1
A22_#63_Q1,c.f. Jassa,, Loose Sub-sample #5 cf Jassa,loose_5,23,37,5,32,6.25,200,,loose,5,63,22,3,1
A22_#63_Q1,c.f. Jassa,, Mat Sub-sample #1 cf Jassa,mat_1,13,18,5,32,6.25,200,,mat,1,63,22,3,1
A22_#63_Q1,c.f. Jassa,, Mat Sub-sample #2 cf Jassa,mat_2,5,18,5,32,6.25,200,,mat,2,63,22,3,1
A22_#63_Q1,c.f. Jassa,, Mat Sub-sample #3 cf Jassa,mat_3,5,18,5,32,6.25,200,,mat,3,63,22,3,1
A22_#63_Q1,c.f. Jassa,, Mat Sub-sample #4 cf Jassa,mat_4,9,18,5,32,6.25,200,,mat,4,63,22,3,1
A22_#63_Q1,c.f. Jassa,, Mat Sub-sample #5 cf Jassa,mat_5,9,18,5,32,6.25,200,,mat,5,63,22,3,1
A22_#63_Q1,other bivalves,, Mat Sub-sample #5 Other Bivalves,mat_5,1,18,5,32,6.25,200,,mat,5,63,22,3,1
A22_#64_Q2,insect,, Insect (beetle?),,1,1,1,32,6.25,200,,,,64,22,3,2
A22_#64_Q2,c.f. Jassa,, Loose Sub-sample #1 cf Jassa,loose_1,30,37,5,32,6.25,200,,loose,1,64,22,3,2
A22_#64_Q2,gastropod,, Loose Sub-sample #1 Gastropods ,loose_1,1,37,5,32,6.25,200,,loose,1,64,22,3,2
A22_#64_Q2,c.f. Jassa,, Loose Sub-sample #2 cf Jassa,loose_2,25,37,5,32,6.25,200,,loose,2,64,22,3,2
A22_#64_Q2,c.f. Jassa,, Loose Sub-sample #3 cf Jassa,loose_3,21,37,5,32,6.25,200,,loose,3,64,22,3,2
A22_#64_Q2,mussel,, Loose Sub-sample #3 mussels,loose_3,1,37,5,32,6.25,200,,loose,3,64,22,3,2
A22_#64_Q2,white tufted bryozoan,fragment, Loose Sub -sample #3 White Bryozoan,loose_3,1,37,5,32,6.25,200,,loose,3,64,22,3,2
A22_#64_Q2,c.f. Jassa,, Loose Sub-sample #4 cf Jassa,loose_4,22,37,5,32,6.25,200,,loose,4,64,22,3,2
A22_#64_Q2,red-eye amphipod,, Loose Sub-sample #4 Red-eye Amphipod,loose_4,1,37,5,32,6.25,200,,loose,4,64,22,3,2
A22_#64_Q2,c.f. Jassa,, Loose Sub-sample #5 cf Jassa,loose_5,9,37,5,32,6.25,200,,loose,5,64,22,3,2
A22_#64_Q2,white tufted bryozoan,colony, White Bryozoan Tuft/colony,,1,1,1,32,6.25,200,,,,64,22,3,2
A22_#64_Q2,c.f. Jassa,, Mat Sub-sample #1 cf Jassa,mat_1,19,16,4,32,6.25,200,,mat,1,64,22,3,2
A22_#64_Q2,red-eye amphipod,, Mat Sub-sample #1 Red-eye Amphipod,mat_1,1,16,4,32,6.25,200,,mat,1,64,22,3,2
A22_#64_Q2,c.f. Jassa,, Mat Sub-sample #2 cf Jassa,mat_2,10,16,4,32,6.25,200,,mat,2,64,22,3,2
A22_#64_Q2,mussel,, Mat Sub-sample #2 Mussel,mat_2,1,16,4,32,6.25,200,,mat,2,64,22,3,2
A22_#64_Q2,c.f. Jassa,, Mat Sub-sample #3 cf Jassa,mat_3,15,16,4,32,6.25,200,,mat,3,64,22,3,2
A22_#64_Q2,c.f. Jassa,, Mat Sub-sample #4 cf Jassa,mat_4,11,16,4,32,6.25,200,,mat,4,64,22,3,2
A22_#64_Q2,other bivalves,, Mat Sub-sample #4 Other Bivalve,mat_4,1,16,4,32,6.25,200,,mat,4,64,22,3,2
A23_#65_Q1,mussel,0.3-3cm with tissue, Mussels 0.5-3cm With Tissue,,10,1,1,32,6.25,200,,,,65,23,2,1
A23_#65_Q1,acorn barnacle,, Acorn Barnacles,,27,1,1,32,6.25,200,,,,65,23,2,1
A23_#65_Q1,white tufted bryozoan,colony, White Tufted Bryozoan Colonies,,1,1,1,32,6.25,200,,,,65,23,2,1
A23_#65_Q1,juvenile barnacle,, Juvenile Barnacle,,6,1,1,32,6.25,200,,,,65,23,2,1
A23_#65_Q1,encrusting bryozoan,, White Encrusting Bryozoan,,7,1,1,32,6.25,200,,,,65,23,2,1
A23_#65_Q1,c.f. Jassa,, Loose #1 Jassa,loose_1,66,37,5,32,6.25,200,,loose,1,65,23,2,1
A23_#65_Q1,mussel,, Loose #1 Mussels,loose_1,8,37,5,32,6.25,200,,loose,1,65,23,2,1
A23_#65_Q1,clam,, Loose #1 Clams,loose_1,2,37,5,32,6.25,200,,loose,1,65,23,2,1
A23_#65_Q1,juvenile barnacle,, Loose #1 Gastropod,loose_1,1,37,5,32,6.25,200,,loose,1,65,23,2,1
A23_#65_Q1,c.f. Jassa,, Loose #1 Juvenile Barnacle,loose_1,2,37,5,32,6.25,200,,loose,1,65,23,2,1
A23_#65_Q1,mussel,, Loose #2 Jassa,loose_2,92,37,5,32,6.25,200,,loose,2,65,23,2,1
A23_#65_Q1,mussel,, Loose #2 Mussels,loose_2,12,37,5,32,6.25,200,,loose,2,65,23,2,1
A23_#65_Q1,purple amphipod,, Loose #2 Purple Amphipod,loose_2,1,37,5,32,6.25,200,,loose,2,65,23,2,1
A23_#65_Q1,clam,, Loose #2 Clams,loose_2,4,37,5,32,6.25,200,,loose,2,65,23,2,1
A23_#65_Q1,white tufted bryozoan,fragment, White Tufted Bryo Fragment,,1,1,1,32,6.25,200,,,,65,23,2,1
A23_#65_Q1,c.f. Jassa,, Loose #3 Jassa,loose_3,67,37,5,32,6.25,200,,loose,3,65,23,2,1
A23_#65_Q1,mussel,, Loose #3 Mussels,loose_3,30,37,5,32,6.25,200,,loose,3,65,23,2,1
A23_#65_Q1,clam,, Loose #3 Clams,loose_3,12,37,5,32,6.25,200,,loose,3,65,23,2,1
A23_#65_Q1,gastropod,, Loose #3 Gastropod,loose_3,0,37,5,32,6.25,200,,loose,3,65,23,2,1
A23_#65_Q1,acorn barnacle,, Loose #3 Barnacle,loose_3,0,37,5,32,6.25,200,,loose,3,65,23,2,1
A23_#65_Q1,c.f. Jassa,, Loose #4 Jassa,loose_4,48,37,5,32,6.25,200,,loose,4,65,23,2,1
A23_#65_Q1,mussel,, Loose #4 Mussels,loose_4,14,37,5,32,6.25,200,,loose,4,65,23,2,1
A23_#65_Q1,clam,, Loose #4 Clams,loose_4,4,37,5,32,6.25,200,,loose,4,65,23,2,1
A23_#65_Q1,c.f. Corophium,, Loose #3 Corophium,loose_3,1,37,5,32,6.25,200,,loose,3,65,23,2,1
A23_#65_Q1,c.f. Corophium,, Loose #4 Corophium,loose_4,1,37,5,32,6.25,200,,loose,4,65,23,2,1
A23_#65_Q1,c.f. Jassa,, Loose #5 Jassa,loose_5,58,37,5,32,6.25,200,,loose,5,65,23,2,1
A23_#65_Q1,mussel,, Loose #5 Mussels,loose_5,8,37,5,32,6.25,200,,loose,5,65,23,2,1
A23_#65_Q1,clam,, Loose #5 Clams,loose_5,9,37,5,32,6.25,200,,loose,5,65,23,2,1
A23_#65_Q1,acorn barnacle,, Loose #5 Barnacles,loose_5,1,37,5,32,6.25,200,,loose,5,65,23,2,1
A23_#65_Q1,gastropod,, Loose #5 Gastropod,loose_5,2,37,5,32,6.25,200,,loose,5,65,23,2,1
A23_#66_Q2,mussel,valves intact, Large Mussels (intact Valves),,4,1,1,32,6.25,200,,,,66,23,2,2
A23_#66_Q2,acorn barnacle,, Barnacles,,3,1,1,32,6.25,200,,,,66,23,2,2
A23_#66_Q2,juvenile barnacle,, Juvenile Barnacle,,1,1,1,32,6.25,200,,,,66,23,2,2
A23_#66_Q2,white tufted bryozoan,colony, White Tufted Bryozoan Colonies,,2,1,1,32,6.25,200,,,,66,23,2,2
A23_#66_Q2,encrusting bryozoan,colony, Encrusting White Bryozoan Colonies,,3,1,1,32,6.25,200,,,,66,23,2,2
A23_#66_Q2,caprellid,, Loose #1 Caprellid,loose_1,1,37,5,32,6.25,200,,loose,1,66,23,2,2
A23_#66_Q2,c.f. Jassa,, Loose #1 Jassa,loose_1,25,37,5,32,6.25,200,,loose,1,66,23,2,2
A23_#66_Q2,gastropod,, Loose #1 Gastropod,loose_1,1,37,5,32,6.25,200,,loose,1,66,23,2,2
A23_#66_Q2,mussel,, Loose #1 Mussels,loose_1,2,37,5,32,6.25,200,,loose,1,66,23,2,2
A23_#66_Q2,mussel,, Loose #2 Mussels,loose_2,6,37,5,32,6.25,200,,loose,2,66,23,2,2
A23_#66_Q2,c.f. Jassa,, Loose #2 Jassa,loose_2,27,37,5,32,6.25,200,,loose,2,66,23,2,2
A23_#66_Q2,gastropod,, Loose#2 Gastropod,loose_2,1,37,5,32,6.25,200,,loose,2,66,23,2,2
A23_#66_Q2,other bivalve,, Loose #2 Other Bivalve (clam)?,loose_2,1,37,5,32,6.25,200,,loose,2,66,23,2,2
A23_#66_Q2,c.f. Jassa,, Loose #3 Jassa,loose_3,37,37,5,32,6.25,200,,loose,3,66,23,2,2
A23_#66_Q2,mussel,, Loose #3 Mussels,loose_3,4,37,5,32,6.25,200,,loose,3,66,23,2,2
